title,url
'창경궁의 600년 역사를 본다..창경궁의 시간' 상설 전시회30일부터 열...,http://www.tjb.co.kr/sub0301/bodo/view/id/85194
"""석화기업 지원방안 나온다""…30일채권단 자율협의회 협약식 개최",https://www.news1.kr/finance/general-finance/5926345
30일‘2025 경기인권포럼’ 열려,http://www.mediagunpo.co.kr/20454
"'한화-KT, LG-상무' KBO 퓨처스리그 최초 챔프전-준결승전 대진 확정됐다...",http://www.osen.co.kr/article/G1112665668
"한의협·한의약진흥원, “AI로 경쟁력 확보”…국회 토론회30일개최",https://www.etnews.com/20250925000186
"패션그룹형지, 추석맞이 패밀리세일30일까지",http://www.ktnews.com/news/articleView.html?idxno=141358
'제52 주년 성남 시민의 날' 기념식30일개최,https://www.joongdo.co.kr/web/view.php?key=20250926010010503
"구윤철,30일확대간부회의 소집…조직개편·인사 메시지 나오나",http://www.edaily.co.kr/news/newspath.asp?newsid=03503046642304056
넥써쓰 '로한2 글로벌'30일출시…독자 경제 시스템 주목,https://www.newspim.com/news/view/20250926000915
"약사회,30일국회서 성분명 처방 정책토론회…""제도화 공론장""",https://www.yna.co.kr/view/AKR20250924110800017?input=1195m
"성남 모든 시민 독감백신 무료 접종, 내년 4월30일까지",https://www.newsis.com/view/NISX20250924_0003342021
"與 김용민 ""조희대 청문회, 지도부와 공감대…대법원 현장검증도 고민""",https://www.newsis.com/view/NISX20250926_0003344997
홍성 결성읍성 동문 문루 복원 완료...30일준공식 개최,http://www.ccnnews.co.kr/news/articleView.html?idxno=386530
"K컬처 300조 목표, 가능한가?···‘K컬처포럼’ 토론회30일개최",https://sports.khan.co.kr/article/202509260951003?pt=nv
[연합뉴스 이 시각 헤드라인] - 18:00,https://www.yna.co.kr/view/AKR20250926142500011?input=1195m
"美 국방, 전 세계 800명 장성 사상 초유 긴급 소집…작전 공백·지휘구조...",https://www.chosun.com/international/international_general/2025/09/26/3V3AG4CFMNGLHHVL55B5EOUPQA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
"목포시,30일‘구인·구직 만남의 날’ 개최",https://www.bigtanews.co.kr/article/view/big202509260012
"2차 소비쿠폰, 나흘 만에 54.13%…총지급액 2조4687억",https://news.tf.co.kr/read/life/2248050.htm
"국힘, 추미애 직권남용 혐의 고발…""법사위 사유화""",https://www.nocutnews.co.kr/news/6406600?utm_source=naver&utm_medium=article&utm_campaign=20250926030519
"강동구,30일부터 세계문화유산답사 참가자 모집",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160282460992773
"법사위, '조희대 대선개입 의혹 청문회'30일실시",https://news.tf.co.kr/read/ptoday/2246539.htm
"가평군, 11월30일까지 관광지 순환버스 요금 50% 할인",https://www.news1.kr/local/gyeonggi/5923366
"""추석 먹거리 최저가에"" 이마트, 10월 고래잇 페스타 진행",https://www.newsis.com/view/NISX20250924_0003342675
"송언석 “대법원장 청문회 9월30일, 3권분립·국회 사망일”",http://www.edaily.co.kr/news/newspath.asp?newsid=02601046642303072
"85일 만에 법정나온 尹…""구속상태선 재판·특검 못나가""",https://www.hankyung.com/article/2025092608271
[공커 위클리] 뱀피르30일과 쟁탈전을 맞이하세요!,https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1766599
"애즈원, 마지막 싱글30일발매…故 이민 목소리 담겼다",https://star.ytn.co.kr/_sn/0117_202509251343198406
[속보] 대통령실 “이시바 일본 총리 9월30일∼10월 1일 방한”,https://www.mk.co.kr/article/11430303
"김건희 특검 ""30일수사 연장해 의혹 사실관계 명확히 할 것""",https://www.newsis.com/view/NISX20250924_0003342440
"강원 시군의회 의원 한마음 행사, 29~30일평창서 개최",https://www.newsis.com/view/NISX20250926_0003345907
경기인권포럼30일개최…'특강·토론회·공청회·전시',https://www.newsis.com/view/NISX20250925_0003343415
수해농가 돕기 추석 직거래장터30일경남중기청서 개최,https://www.newsis.com/view/NISX20250926_0003346126
"내란특검, 尹 오는30일재소환…""방문조사 요청 없었다""",https://www.nocutnews.co.kr/news/6405990?utm_source=naver&utm_medium=article&utm_campaign=20250925034954
"김건희특검, 수사기간30일연장한다…""내실 기할 것""",http://www.edaily.co.kr/news/newspath.asp?newsid=03899926642303400
[속보]이시바 日 총리30일방한…이 대통령과 부산에서 정상회담,https://view.asiae.co.kr/article/2025092617015016027
"내란 특검, 윤석열 전 대통령 측에 “30일2차 소환 요구”",https://www.chosun.com/national/court_law/2025/09/25/AGHKBYKILJGVTEIB7XJVVI4O7I/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
"‘구치소 출장 조사 받겠다’는 윤석열에, 특검 “30일출석하라”",https://www.hani.co.kr/arti/society/society_general/1220692.html
내란 특검 “尹에30일오전 10시 출석 요구서 전달”,https://biz.chosun.com/topics/law_firm/2025/09/25/NX7ACMW4KFDMFPEEQEDP4J2KRQ/?utm_source=naver&utm_medium=original&utm_campaign=biz
"애즈원 故 이민 유작,30일공개…“수익금 생전 후원 동물후원 단체 기...",https://www.mk.co.kr/article/11429039
"경기도,30일'경기인권포럼' 개최",https://view.asiae.co.kr/article/2025092507252327695
"내란특검, 尹에30일재소환 통보…""방문조사 요청은 없어""",http://www.edaily.co.kr/news/newspath.asp?newsid=03817926642303728
李 실용외교 '30일의 골든타임'…'한국경제-한미동맹' 미래 가를 분수령,https://www.sisajournal.com/news/articleView.html?idxno=347742
"애즈원, 마지막 싱글 ‘다만 널 사랑하고 있을 뿐이야’30일발표",https://www.segye.com/newsView/20250925518425?OutUrl=naver
퇴임하는 이시바 日총리 방한해30일정상회담,http://www.viewsnnews.com/article?q=230272
김건희 특검30일연장...'학폭 무마' 수사 본격화,https://www.ytn.co.kr/_ln/0103_202509231602280676
김건희 아직도 수사할 게 많은데…특검 수사기간30일연장 [세상&],https://biz.heraldcorp.com/article/10582714?ref=naver
구치소 조사받겠다는 尹에…내란특검 “30일출석하라”,https://www.kukinews.com/article/view/kuk202509250239
"해병특검, 수사기간 2차 연장…이종섭 “질문같은 질문하라”",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8368509&ref=A
"[속보] 김건희특검, 수사 기간30일연장 결정",https://www.hankyung.com/article/2025092321047
"내란 특검, 윤석열에 ‘30일출석’ 재차 통보···“교도관 통해 직접...",https://www.khan.co.kr/article/202509251523021
"KB, 생산적금융에 집중 … 전담 협의체30일출범",https://www.mk.co.kr/article/11429395
"KB, 생산적 금융 컨트롤 타워30일출범",https://www.seoulfn.com/news/articleView.html?idxno=608169
"김건희특검, 수사기간30일연장…尹, 26일 보석 심문 출석",http://www.edaily.co.kr/news/newspath.asp?newsid=04014726642303072
"기아 노사, 잠정합의안 도출···30일조합원 찬반투표",https://www.seoulfn.com/news/articleView.html?idxno=608173
